name,park,designer,construction,type,year_opened,g_force,height,inversions,length,speed,angle,train_mfg,drop,launch,max_passenger,duration_sec
Abandon Mine,Uncle Bernie's Amusement Park,Molina & Sons,Steel,Junior Oval,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
Acrobat,Nagashima Spa Land,Bolliger & Mabillard,Steel,"Flying, Multielement",2015,4.1,141,4,3350,56,NA,NA,NA,NA,32,180
Adrenaline Peak,Oaks Park,Gerstlauer,Steel,Euro-Fighter,2018,NA,72,3,NA,45,97,NA,NA,NA,8,NA
Adventure Express,Kings Island,Arrow Dynamics,Steel,Mine Train,1991,NA,63,NA,NA,35,NA,Arrow,NA,NA,30,120
Afterburn,Carowinds,Bolliger & Mabillard,Steel,Inverted Multielement,1999,NA,113,6,NA,62,NA,NA,125,NA,32,120
Aftershock,Silverwood Theme Park,Vekoma,Steel,Multielement Inverted Shuttle,2008,4.5,196,6,NA,65,90,NA,177,NA,32,60
Air,Alton Towers,Bolliger & Mabillard,Steel,"Flying, Multielement",2002,3.5,66,NA,NA,47,NA,Bolliger & Mabillard,NA,NA,28,NA
Air Grover,Busch Gardens Tampa,Zierer,Steel,Family,2010,NA,24,NA,600,NA,NA,NA,NA,NA,16,NA
All American Coaster,Exchange Club Fair,Schiff,Steel,Junior Oval,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
Alpenexpress,Europa Park,"Mack, Blauer Enzian",Steel,"Mine Train, Powered",1984,NA,20,NA,866,28,NA,NA,NA,NA,38,NA
Alpengeist,Busch Gardens Williamsburg,Bolliger & Mabillard,Steel,Inverted Terrain,1997,3.7,195,6,NA,67,NA,NA,170,NA,32,180
Alpine Bobsled,The Great Escape & Splashwater Kingdom,Intamin AG,Steel,Bobsled,1984,NA,64,NA,NA,32,NA,Intamin AG,NA,NA,8,NA
Alucinakis,Terra Mítica,Zamperla,Steel,Family,2e3,NA,NA,NA,820,19,NA,NA,NA,NA,32,NA
American Eagle,Six Flags Great America,"Intamin AG, Curtis D. Summers",Wood,"Racing, Out and Back",1981,NA,127,NA,NA,66,55,Philadelphia Toboggan Co.,147,NA,30,120
American Flyer,O.D. Pavilion Amusement Park,Schiff,Steel,Junior Oval,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
American Thunder,Six Flags St. Louis,Great Coasters International,Wood,Twister,2008,NA,82,NA,NA,50,NA,Great Coasters International,80,NA,24,NA
Anaconda,Kings Dominion,Arrow Dynamics,Steel,Multielement,1991,NA,128,4,NA,50,NA,NA,144,NA,28,60
Ant Farm Express,Wild Adventures,Vekoma,Steel,Family Twister,2e3,NA,28,NA,679,22,NA,NA,20,NA,16,2640
Antelope,Gulliver's World Theme Park,Allott and Lomax,Wood,Family Figure-8,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,60
Apocalypse,Six Flags Magic Mountain,Great Coasters International,Wood,Twister,2009,NA,95,NA,NA,50.1,NA,Great Coasters International,87,NA,22,180
Apocalypse,Six Flags America,Bolliger & Mabillard,Steel,Stand-Up,2012,NA,100,2,NA,55,NA,Bolliger & Mabillard,90,NA,28,120
Apollo's Chariot,Busch Gardens Williamsburg,Bolliger & Mabillard,Steel,Hypercoaster,1999,4.1,170,NA,NA,73,65,Bolliger & Mabillard,210,NA,36,120
Arashi,Nagashima Spa Land,S&S - Sansei,Steel,"4th Dimension, Freespin Wing",2017,NA,120,NA,1019,38,NA,NA,54,NA,8,NA
Arctic Blast,Ocean Park,Mack,Steel,Powered,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas Twister,Magic Springs & Crystal Falls,"Don Rosser, William L. Cobb",Wood,Out and Back,1978,3.4,100,NA,NA,50,56,Gerstlauer,92,NA,24,120
Arthur,Europa Park,Mack Rides GmbH,Steel,"Powered, Inverted Spinning",2014,NA,44,NA,NA,19,NA,NA,NA,NA,12,NA
Atlantica SuperSplash,Europa Park,Mack,Steel,Water Coaster,2005,NA,99,NA,NA,50,NA,NA,NA,NA,16,NA
Auto Bergbahn,Wiener Prater,,Wood,Junior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Autosled,Galaxyland,Zierer,Steel,Indoor Junior,1985,NA,36,NA,NA,NA,NA,NA,11,NA,22,NA
Avalanche,Kings Dominion,Mack,Steel,Bobsled,1988,NA,60,NA,NA,35,NA,NA,NA,NA,16,NA
Avalanche,Pleasure Beach Blackpool,Mack GmbH,Steel,Bobsled,1988,NA,59,NA,NA,50,10,Mack GmbH,NA,NA,20,NA
Avatar Airbender,Nickelodeon Universe,Intamin AG,Steel,"Shuttle, Half Pipe",2008,NA,70,NA,NA,NA,NA,NA,NA,LSM,12,NA
Ba-a-a-Express,Europa Park,Mack Rides GmbH,Steel,Junior Oval,2016,NA,NA,NA,263,NA,NA,NA,NA,NA,10,NA
Back at the Barnyard Hayride,Nickelodeon Universe,Zamperla,Steel,Junior Powered,1995,NA,5,NA,150,10,NA,Zamperla,NA,NA,12,NA
Backlot Stunt Coaster,Kings Island,Premier Rides,Steel,Launched Freeform,2005,NA,45,NA,NA,40,NA,Premier,31,LIM,12,60
Backlot Stunt Coaster,Canada's Wonderland,Premier Rides,Steel,Launched Freeform,2005,NA,45,NA,NA,40,NA,NA,31,LIM,12,60
Backlot Stunt Coaster,Kings Dominion,Premier Rides,Steel,Launched Freeform,2006,NA,45,NA,NA,40,NA,NA,31,LIM,12,60
Backyardigans: Mission to Mars,Movie Park Germany,Vekoma,Steel,Junior Twister,1996,NA,28,NA,679,22,NA,NA,20,NA,16,2640
Balder,Liseberg,"Intamin, Stengel Engineering",Wood,Triple Out and Back,2003,NA,118,NA,NA,56,70,Intamin,NA,NA,30,120
Bandit,Yomiuriland,Togo,Steel,Hypercoaster,1988,NA,197,NA,NA,68,NA,NA,NA,NA,28,120
Bandit,Movie Park Germany,"RCCA, Stengel Engineering",Wood,Twister,1999,NA,91,NA,NA,50,NA,Premier Rides,82,NA,30,60
Banshee,Kings Island,Bolliger & Mabillard,Steel,Inverted Multielement,2014,NA,167,7,NA,68,NA,NA,150,NA,32,120
Barnstormer,Adventure Island,Zierer,Steel,Family Freeform,2e3,NA,30,NA,728,24,NA,NA,NA,NA,20,NA
Bat,Lagoon,Vekoma,Steel,Family Inverted,2005,2.2,49,NA,NA,26,NA,NA,NA,NA,20,60
Batflyer,Nasu Highland Park,Caripro,Steel,Suspended,2001,NA,NA,NA,482,22,NA,NA,NA,NA,NA,2460
Batman & Robin: The Chiller (Batman),Six Flags Great Adventure,Premier Rides,Steel,"Launched, Dual-Track Shuttle",1998,5,200,4,NA,70,90,Premier Rides,139,LIM,20,1920
Batman & Robin: The Chiller (Robin),Six Flags Great Adventure,Premier Rides,Steel,"Launched, Dual-Track Shuttle",1998,5,200,6,NA,70,90,NA,105,LIM,20,2400
Batman la Fuga,Parque Warner Madrid,Bolliger & Mabillard,Steel,Inverted Multielement,2002,4,105,5,NA,50,NA,NA,87,NA,32,60
Batman The Escape,Six Flags Astroworld,Intamin AG,Steel,Stand-Up,1986,NA,90,1,NA,55,NA,NA,75,NA,20,NA
Batman The Ride,Six Flags Great Adventure,Bolliger & Mabillard,Steel,Inverted Multielement,1993,NA,105,5,NA,50,NA,Bolliger & Mabillard,87,NA,32,120
Batman The Ride,Six Flags New Orleans,Bolliger & Mabillard,Steel,Inverted Multielement,2003,NA,105,5,NA,50,NA,Bolliger & Mabillard,80,NA,28,120
Batman The Ride,Six Flags Mexico,Vekoma International,Steel,Suspended Looping,2e3,NA,109,5,NA,50,NA,Vekoma International,86,NA,20,60
Batman The Ride,Six Flags Over Georgia,Bolliger & Mabillard,Steel,Inverted Multielement,1997,NA,105,5,NA,50,NA,Bolliger & Mabillard,87,NA,32,60
Batman The Ride,Six Flags Over Texas,Bolliger & Mabillard,Steel,Inverted Multielement,1999,4,109,5,NA,50,NA,NA,87,NA,32,120
Batman The Ride,Six Flags Discovery Kingdom,S&S Sansei,Steel,"4th Dimension, Freespin Wing",2019,2.8,120,NA,NA,38,NA,NA,55,NA,8,3e3
Batman The Ride,Six Flags Great America,Bolliger & Mabillard,Steel,Inverted Multielement,1992,NA,100,5,NA,50,NA,NA,87,NA,32,120
Batman The Ride,Six Flags Magic Mountain,Bolliger & Mabillard,Steel,Inverted Multielement,1994,4,105,5,NA,50,NA,NA,87,NA,32,120
Batman The Ride,Six Flags St. Louis,Bolliger & Mabillard,Steel,Inverted Multielement,1995,4,105,5,NA,50,NA,Bolliger & Mabillard,87,NA,32,120
Batman The Ride,Six Flags Fiesta Texas,S&S - Sansei,Steel,"4th Dimension, Freespin Wing",2015,2.8,109,NA,NA,38,NA,NA,54,NA,8,3e3
Batman The Ride,Six Flags New England,Bolliger & Mabillard,Steel,"Floorless, Multielement",2002,NA,117,5,NA,55,NA,Bolliger & Mabillard,NA,NA,28,120
Battlestar Galactica Cyclon,Universal Studios Singapore,Vekoma,Steel,Dueling Inverted Looping,2010,NA,140,NA,NA,56,NA,NA,NA,LSM,32,NA
Battlestar Galatica Human,Universal Studios Singapore,Vekoma,Steel,Dueling,2010,NA,140,NA,NA,56,NA,NA,NA,LSM,32,NA
Batwing,Six Flags America,Vekoma International,Steel,Flying Dutchman,2001,4.3,115,5,NA,50,NA,Vekoma,110,NA,24,120
Bear Trax,Seabreeze Amusement Park,"Miler Coaster, Inc.",Steel,Junior,1997,NA,15,NA,380,15,NA,"Miler Coaster, Inc.",12,NA,12,NA
Beastie,Alton Towers,Pinfari,Steel,Junior,1986,NA,NA,NA,NA,NA,NA,Pinfari,NA,NA,NA,NA
Beaver Land Mine Ride,Geauga Lake's Wildwater Kingdom,Zierer,Steel,"Family, Double Figure 8",2e3,NA,26,NA,NA,22,NA,Zierer,NA,NA,40,NA
Behemoth,Canada's Wonderland,Bolliger & Mabillard,Steel,Hypercoaster,2008,NA,230,NA,NA,77,75,NA,NA,NA,32,180
Ben 10 – Ultimate Mission,Drayton Manor Park,Vekoma,Steel,Junior Boomerang,2011,NA,66,NA,591,NA,NA,NA,NA,NA,NA,NA
Big Apple,Flamingo Park,Pinfari,Steel,Junior,2006,NA,12,NA,NA,NA,NA,NA,NA,NA,24,NA
Big Apple,Billing Aquadrome,Pinfari,Steel,Junior Figure 8,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Big Apple,Botton's Pleasure Beach,Pinfari,Steel,Junior Figure 8,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Big Apple,Pleasureland Southport,Pinfari,Steel,Junior,1982,NA,20,NA,435,NA,NA,NA,NA,NA,36,3300
Big Apple,Great Yarmouth Pleasure Beach,Pinfari,Steel,Junior Figure 8,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
Big Apple,Astroland,Pinfari,Steel,Family Figure 8,1996,NA,13,NA,444,NA,NA,NA,NA,NA,16,NA
Big Apple Coaster,New York New York Hotel & Casino,Togo,Steel,Multielement,1997,NA,203,2,NA,67,55,Premier Rides,144,NA,16,120
Big Bad John,Magic Springs & Crystal Falls,Arrow Dynamics,Steel,Mine Train,1971,NA,41,NA,NA,37,NA,Arrow Dynamics,32,NA,30,180
Big Bad Wolf,Busch Gardens Williamsburg,"Arrow Dynamics, Huss",Steel,Suspended Terrain,1984,NA,100,NA,NA,48,NA,NA,106,NA,28,180
Big Boom,Nasu Highland Park,Meisho Amusement Machines,Steel,Looping,1987,NA,126,1,NA,55,NA,NA,NA,NA,24,NA
Big Coaster,Wonderland Park,Pinfari,Steel,Zyklon,1972,NA,55,NA,NA,35,NA,NA,45,NA,12,NA
Big Dipper,Michigan's Adventure,"Chance Rides, Inc.",Steel,Junior Oval,1999,NA,17,NA,350,15,NA,NA,NA,NA,16,NA
Big Dipper,Pleasure Beach Blackpool,John A. Miller,Wood,Out and Back,1923,3.7,60,NA,NA,40,46,Philadelphia Toboggan Company,50,NA,24,120
Big Dipper,Geauga Lake's Wildwater Kingdom,John A. Miller,Wood,Out and Back,1925,NA,60,NA,NA,32,NA,National Amusement Devices,65,NA,24,60
Big Dipper,Camden Park,National Amusement Device,Wood,Figure Eight,1958,NA,45,NA,NA,NA,NA,NAD,35,NA,18,60
Big Grizzly Mountain Runaway Mine Cars,Disneyland Hong Kong,"Vekoma, WDI",Steel,Mine Train,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,180
Big Loop,Heide Park,Vekoma,Steel,Double Loop Corkscrew,1983,NA,98,4,NA,39,NA,NA,NA,NA,24,NA
Big Ohhhh!,Fun-Plex,Pinfari,Steel,Zyklon,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Big One,Pleasure Beach Blackpool,Arrow Dynamics,Steel,Hypercoaster,1994,3.5,213,NA,NA,74,65,Arrow Dynamics,205,NA,30,180
Big Thunder Mountain,Disneyland Tokyo,"Walt Disney Imagineering, Vekoma",Steel,Mine Train,1987,NA,NA,NA,NA,30,NA,NA,NA,NA,30,180
Big Thunder Mountain,Disneyland Paris,"Walt Disney Imagineering, Vekoma",Steel,Mine Train,1992,NA,72,NA,NA,40,NA,NA,39,NA,30,240
Big Thunder Mountain Railroad,Disney's Magic Kingdom,"Walt Disney Imagineering, Arrow Dynamics",Steel,Mine Train,1980,NA,45,NA,NA,30,NA,Walt Disney Imagineering,NA,NA,30,180
Big Thunder Mountain Railroad,Disneyland Park,"Walt Disney Imagineering, Dynamic Attractions",Steel,Mine Train,2014,NA,50,NA,NA,28,NA,NA,NA,NA,30,180
Big Thunder Mountain Railroad,Disneyland Park,"Walt Disney Imagineering, Arrow Dynamics",Steel,Mine Train,1979,NA,50,NA,NA,28,NA,Walt Disney Imagineering,NA,NA,30,180
Big Timber Log Ride,Enchanted Forest,"Miler Coaster, Inc.",Steel,Water Coaster,1996,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,300
Big Top Sideshow,Steel Pier,Schiff,Steel,Junior Oval,1994,NA,12,NA,100,NA,NA,NA,NA,NA,10,NA
Bizarro,Six Flags Great Adventure,Bolliger & Mabillard,Steel,Floorless Multielement,1999,NA,142,7,NA,61,NA,NA,132,NA,32,180
Black Diamond,Knoebels Amusement Park,"John C. Allen, Philadelphia Toboggan Co.",Steel,Indoor Dark Ride,2011,NA,35,NA,NA,NA,NA,NA,NA,NA,4,NA
Black Hole,Alton Towers,Schwarzkopf,Steel,"Jet Star 2, Enclosed",1983,2.5,44,NA,NA,45,NA,Maurer Sohne,NA,NA,NA,60
Black Mamba,Phantasialand,Bolliger & Mabillard,Steel,Inverted Multielement,2006,4,NA,5,NA,NA,NA,NA,89,NA,32,60
Blazin' Buckaroo,Elitch Gardens,"Miler Coaster, Inc.",Steel,Junior Figure-8,2013,NA,16,NA,337,15,NA,"Miler Coaster, Inc.",13,NA,12,NA
Blazing Fury,Dollywood,Herschend Family Entertainment,Steel,"Indoor, Dark Ride",1978,NA,22,NA,NA,22,NA,NA,NA,NA,18,120
Blue Diamond Streak,Blue Diamond Park,Pinfari,Steel,Zyklon,2004,NA,53,NA,NA,NA,NA,NA,NA,NA,12,60
Blue Fire Megacoaster,Europa Park,Mack,Steel,Launched Multielement,2009,3.8,125,4,NA,62,NA,NA,NA,LSM,20,120
Blue Flyer,Pleasure Beach Blackpool,Charles Paige,Wood,Family Out & Back,1934,NA,25,NA,NA,25,27,Philadelphia Toboggan Company,NA,NA,20,60
Blue Streak,Cedar Point,"Frank Hoover, John Allen, PTC",Wood,Out and Back,1964,NA,78,NA,NA,40,45,Philadelphia Toboggan Co.,72,NA,24,60
Blue Streak,Conneaut Lake Park,Ed Vettel,Wood,Out and Back,1937,NA,87,NA,NA,50,NA,National Amusement Devices,79,NA,16,60
Blue Tornado,Gardaland,Vekoma,Steel,Suspended Looping,1998,NA,109,5,NA,49,NA,NA,NA,NA,20,60
Boa Coaster,Enchanted Forest,"Miler Coaster, Inc.",Steel,Junior,2010,NA,11,NA,NA,NA,NA,NA,10,NA,10,60
Boa Squeeze,WonderPark,"Miler Coaster, Inc.",Steel,Indoor Junior,2001,NA,11,NA,NA,NA,NA,NA,10,NA,10,60
Boardwalk Bullet,Kemah Boardwalk Amusements,"Gravity Group, LLC",Wood,Twister,2007,NA,96,NA,NA,51,NA,Philadelphia Toboggan Co.,92,NA,24,60
Bob Express,Bobbejaanland,Mack,Steels,Powered,2e3,NA,33,NA,NA,22,NA,NA,NA,NA,38,120
Bobbaan,Efteling,Intamin AG,Steel,Bobsled,1985,NA,66,NA,NA,37,NA,NA,NA,NA,NA,60
Bobbahn,Heide Park,Mack,Steel,Bobsled,1993,NA,89,NA,NA,33,NA,NA,NA,NA,14,120
Bobsleds,Seabreeze Amusement Park,George W. Long,Steel,Figure 8,1968,NA,31,NA,NA,23,NA,NA,16,NA,4,NA
BomBora,Lagoon,"Lagoon Engineering, Dal Freeman",Steel,Freeform Family,2011,NA,50,NA,NA,31,NA,ART Engineering GmbH,NA,NA,16,NA
Boomerang,Wild Adventures,Vekoma,Steel,"Boomerang, Multielement Shuttle",1998,5.2,117,6,935,48,NA,NA,125,NA,28,60
Boomerang,La Ronde,Vekoma International,Steel,"Boomerang, Multielement Shuttle",1983,NA,125,6,875,48,NA,NA,125,NA,28,60
Boomerang,Toverland,Vekoma,Steel,Enclosed Junior,2001,NA,30,NA,NA,NA,NA,NA,25,NA,16,3300
Boomerang,Worlds of Fun,Vekoma International,Steel,"Boomerang, Multielement Shuttle",2e3,5.2,125,6,935,48,NA,Vekoma,117,NA,28,60
Boomerang,Six Flags St. Louis,Vekoma,Steel,"Boomerang, Multielement Shuttle",2013,NA,125,6,875,50,NA,Arrow Dynamics,125,NA,28,NA
Boomerang,Six Flags Mexico,Vekoma International,Steel,"Boomerang, Multielement Shuttle",1988,5.2,117,3,935,47,NA,Arrow Dynamics,114,NA,28,60
Boomerang,Elitch Gardens,Vekoma,Steel,"Boomerang, Multielement Shuttle",1999,NA,125,6,875,48,NA,Vekoma,125,NA,28,NA
Boomerang,Wiener Prater,Vekoma,Steel,"Boomerang, Multielement Shuttle",1992,5.2,125,6,935,48,NA,Arrow Dynamics,117,NA,28,60
Boomerang,Knott's Berry Farm,Vekoma,Steel,"Boomerang, Multielement Shuttle",1990,5.2,125,6,875,48,NA,Arrow Dynamics,125,NA,28,60
Boomerang Coast to Coaster,The Great Escape & Splashwater Kingdom,Vekoma International,Steel,"Boomerang, Multielement Shuttle",1997,5.2,125,6,875,48,NA,Vekoma International,116,NA,28,NA
Boomerang Coast To Coaster,Darien Lake,Vekoma,Steel,"Boomerang, Multielement Shuttle",1998,5.2,116,6,935,48,NA,Vekoma,116,NA,28,60
Boomerang Coast to Coaster,Six Flags Discovery Kingdom,Vekoma International,Steel,"Boomerang, Multielement Shuttle",1998,5.2,117,6,935,48,NA,Vekoma,NA,NA,28,60
Boomerang Coast To Coaster,Six Flags Fiesta Texas,Vekoma International,Steel,"Boomerang, Multielement Shuttle",1999,5.2,117,6,935,48,NA,Vekoma,NA,NA,NA,60
Booster Bike,Toverland,Vekoma,Steel,Motorbike,2004,2.5,49,NA,NA,47,NA,NA,NA,NA,NA,60
Boulder Dash,Lake Compounce,"Custom Coasters, Inc.",Wood,"Terrain, Out and Back",2e3,NA,50,NA,NA,60,NA,Philadelphia Toboggan Co.,115,NA,24,120
Bravo Train,Terra Mítica,Zamperla,Steel,"Dual-Track Family, Powered",2e3,NA,NA,NA,NA,28,NA,NA,NA,NA,34,NA
Bronco Buster,Wild West World,Fajume,Steel,Junior,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
Bubbles The Coaster,Storybook Land,"Miler Coaster, Inc.",Steel,Junior,2e3,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bullet,Crystal Palace,Zierer,Steel,Indoor Family,1990,NA,26,NA,NA,22,NA,Zierer,24,NA,30,NA
Bullet,Flamingo Land Theme Park & Zoo,Schwarzkopf,Steel,Shuttle Loop,1991,NA,131,1,NA,50,NA,Schwarzkopf,124,NA,24,NA
Bush Wacker,Rainbow Valley,Pinfari,Steel,"Junior, Oval",1992,NA,NA,NA,NA,NA,NA,Pinfari,NA,NA,NA,NA
Buzz Saw Falls,Silver Dollar City,Premier Rides,Steel,Water Coaster,1999,NA,68,NA,NA,NA,NA,Premier Rides,65,NA,NA,NA
BuzzSaw,Dreamworld,Maurer Söhne,Steel,Looping,2011,5,152,2,492,65,NA,NA,NA,NA,12,3e3
Cactus Coaster,Elitch Gardens,Allan Herschell,Steel,"Junior, Oval",1995,NA,12,NA,280,12,NA,NA,NA,NA,12,NA
Calamity Mine,Walibi Belgium,Vekoma,Steel,Mine Train,1992,2.2,46,NA,NA,30,NA,NA,NA,NA,26,120
California Screamin',Disney California Adventure,Intamin,Steel,Launched Looping,2001,NA,120,1,NA,55,50,NA,108,LIM,24,120
Camel,Nasu Highland Park,Meisho Amusement Machines,Steel,,1983,3.9,95,NA,NA,50,NA,NA,NA,NA,NA,120
Candy Cane Coaster,Santa's Workshop,Molina & Sons,Steel,Junior Oval,NA,NA,10,NA,NA,NA,NA,Molina,6,NA,10,NA
Cannibal,Lagoon,"Lagoon Engineering, Dal Freeman, Dustin Allen",Steel,Dive Coaster,2015,4.2,208,4,NA,70,116,ART Engineering GmbH,NA,NA,12,120
Cannon Ball,Lake Winnepesaukah,"John C. Allen, Philadelphia Toboggan Co.",Wood,Out and Back,1967,NA,70,NA,NA,50,NA,Philadelphia Toboggan Co.,70,NA,18,NA
Cannonball Run,Waterville USA,"Custom Coasters, Inc.",Wood,Out and Back,1995,NA,65,NA,NA,43,NA,Philadelphia Toboggan Co.,62,NA,20,NA
Canobie Corkscrew,Canobie Lake Park,Arrow Dynamics,Steel,Corkscrew,1987,NA,73,2,NA,45,NA,NA,65,NA,24,60
Canopy Flyer,Universal Studios Singapore,Setpoint,Steel,Suspended,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canyon Blaster,Adventuredome,Arrow Dynamics,Steel,Indoor Multielement,1993,NA,94,4,NA,45,NA,Arrow Dynamics,76,NA,24,60
Canyon Blaster,The Great Escape & Splashwater Kingdom,Arrow Dynamics,Steel,Mine Train,1972,NA,56,NA,NA,45,NA,Arrow Dynamics,NA,NA,28,120
Canyon Blaster,Six Flags Magic Mountain,"Miler Coaster, Inc.",Steel,"Family, Freeform",1999,NA,16,NA,416,NA,NA,"Miler Coaster, Inc.",13,NA,12,NA
Capitale Express,Méga Parc,Mack GmBH,Steel,Junior,1988,NA,20,NA,NA,NA,NA,Mack,NA,NA,16,NA
Carolina Cobra,Carowinds,Vekoma International,Steel,"Boomerang, Multielement Shuttle",2009,5.2,116,6,875,48,NA,Vekoma,116,NA,28,60
Carolina Cyclone,Carowinds,Arrow Dynamics,Steel,Multielement,1980,NA,95,4,NA,41,NA,Arrow Dynamics,65,NA,28,60
Carolina Goldrusher,Carowinds,Arrow Dynamics,Steel,"Mine Train, Freeform",1973,NA,43,NA,NA,35,NA,Arrow Dynamics,NA,NA,28,NA
Casey Jr.'s Circus Train,Disneyland Paris,Vekoma,Steel,"Family, Powered",1994,NA,NA,NA,NA,NA,NA,Vekoma,NA,NA,NA,NA
Caterpillar,Brean Leisure Park,Pinfari,Steel,Junior Figure 8,2001,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caterpillar,Lightwater Valley,Pinfari,Steel,Junior Figure 8,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caterpillar Capers,Camelot Theme Park,Pinfari,Steel,Junior Figure 8,1984,NA,12,NA,NA,NA,NA,NA,NA,NA,24,NA
Catwoman's Whip,Six Flags New England,Zierer,Steel,"Family, Double Figure 8",2e3,NA,26,NA,NA,22,NA,NA,26,NA,40,NA
Cedar Creek Mine Ride,Cedar Point,Arrow Dynamics,Steel,Mine Train,1969,NA,55,NA,NA,42,NA,Arrow Dynamics,48,NA,30,120
Centi-Speed,Alabama Splash Adventure,Fajume,Steel,Junior Figure-8,2014,NA,24,NA,NA,NA,NA,NA,NA,NA,24,NA
Chang,Kentucky Kingdom,Bolliger & Mabillard,Steel,Stand-Up,1997,NA,154,5,NA,63,45,NA,144,NA,28,120
Cheetah,Wild Adventures,"Custom Coasters, Inc.",Wood,Out and Back,2001,NA,86,NA,NA,52,55,Gerstlauer,91,NA,24,NA
Cheetah Hunt,Busch Gardens Tampa,Intamin AG,Steel,Launched Terrain,2011,4,102,1,NA,60,NA,NA,130,LSM,16,NA
Children Coaster,Nagashima Spa Land,Zierer,Steel,"Family, Tivoli",1983,NA,20,NA,653,20,NA,NA,NA,NA,30,60
Choo Choo Express,Sir Goony's Family Fun Center,Wisdom,Steel,"Junior, Oval",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
Choo-Choo Train,Gröna Lund,Zamperla,Steel,Junior Wild Mouse,2010,NA,8,NA,263,5,NA,NA,NA,NA,16,NA
Circus Clown,Pleasure Beach Blackpool,Pinfari,Steel,"Junior, Oval",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,60
Circus Coaster,Luna Park,Zamperla,Steel,Family,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
Cirkusexpressen,Liseberg,"Zierer, Stengel Engineering",Steel,Tivoli Family,1977,NA,20,NA,653,20,NA,NA,NA,NA,30,NA
City Jet,Gillian's Wonderland Pier,Schwarzkopf,Steel,City Jet,1976,NA,36,NA,NA,NA,NA,Schwarzkopf,35,NA,12,NA
Cliffhanger,Glenwood Caverns Adventure Park,SDC,Steel,Twister,2012,NA,59,NA,NA,25,NA,NA,30,NA,12,NA
Clone Zone,Milky Way Adventure Park,Caripro,Steel,Enclosed Suspended,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clown Coaster,Oakwood Theme Park,Pinfari,Steel,Junior Oval,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
Coast Rider,Knott's Berry Farm,Mack,Steel,Wild Mouse,2013,NA,52,NA,NA,35,NA,"1 minute, 38 seconds",50,NA,4,NA
Coastal Ant,Happy Valley,Golden Horse,Steel,Freeform Family,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
Coaster,Playland,"Carl E. Phare, Walker LeRoy ",Wood,Freeform,1958,NA,68,NA,NA,47,NA,NA,67,NA,16,NA
Coaster,Lakeside Amusement Park,Carl Miler,Steel,"Junior, Oval",NA,NA,12,NA,250,NA,NA,Carl Miler,NA,NA,10,NA
Coaster Express,Parque Warner Madrid,RCCA,Wood,Triple Out and Back,2002,NA,120,NA,NA,NA,NA,RCCA,120,NA,30,120
Coaster Thrill Ride,Puyallup Fair,"John A. Miller, Walter LeRoy",Wood,Double Out and Back,1935,NA,57,NA,NA,50,63,Prior & Church,52,NA,16,60
Coaster Through The Clouds,Wanda Culture Tourist City & Park,Intamin,Steel,Hypercoaster,2016,NA,243,NA,NA,85,78,NA,256,NA,28,NA
Coastersaurus,LEGOLAND California,Gerstlauer,Steel,Junior,2004,NA,18,NA,492,21,NA,NA,NA,NA,16,NA
Coastersaurus,LEGOLAND Florida,Martin & Vleminckx Group,Wood,Out and Back,2004,NA,40,NA,NA,32,NA,Great Coasters International,NA,NA,24,3e3
Cobra,Paultons Park,Gerstlauer,Steel,Bobsled,2006,3,54,NA,NA,31,NA,NA,NA,NA,NA,NA
Cobra,La Ronde,Intamin AG,Steel,Stand-Up,1987,NA,90,1,NA,48,NA,NA,87,NA,24,NA
Cobra,Walibi Belgium,Vekoma,Steel,"Boomerang, Multielement Shuttle",2001,5.2,125,6,935,50,NA,Vekoma,125,NA,28,60
Cobra,Oasis Lanes,Wisdom Rides,Steel,Family,2004,NA,20,NA,NA,NA,NA,NA,NA,NA,14,NA
